Media Source,Tweet,Created At,Tweets Ago,Compound,Positive,Neutral,Negative
@nytimes,"""As Americans cram into ever-tighter urban living arrangements, a question has emerged: Isn’t there some better way… https://t.co/cr6l1bfjAp",Sun Sep 30 07:26:56 +0000 2018,9,0.4404,0.153,0.847,0.0
@nytimes,Colleges kept beer out of football stadiums for years. Now some of them are working to sell booze to fans so they d… https://t.co/vaFslNZ1r3,Sun Sep 30 07:09:29 +0000 2018,10,0.0,0.0,1.0,0.0
@nytimes,The NFL is trying to make football safer. So why are its players wearing less padding? https://t.co/OLO9K5f7cl,Sun Sep 30 06:53:20 +0000 2018,11,0.4215,0.149,0.851,0.0
@nytimes,You were never second best https://t.co/ATplcP59kS,Sun Sep 30 06:37:09 +0000 2018,12,-0.5216,0.0,0.598,0.402
@nytimes,letters: The Feminists and the Frat House https://t.co/4kORCydyIS,Sun Sep 30 06:19:44 +0000 2018,13,0.0,0.0,1.0,0.0
@nytimes,"Kurt Vile's music is personal — the “I” in his songs, he says, is almost always himself — but not revealing https://t.co/MfHpIvkOuQ",Sun Sep 30 06:15:30 +0000 2018,14,0.0,0.0,1.0,0.0
@nytimes,"""As my summer of pop-ups dragged on, I began to dread my evenings. What began as a kicky story idea became a masoch… https://t.co/87M6VIqdgQ",Sun Sep 30 05:59:02 +0000 2018,15,-0.4939,0.0,0.819,0.181
@nytimes,Are we born to be physically lazy? Probably. https://t.co/H22vGWszgP,Sun Sep 30 05:42:23 +0000 2018,16,-0.3612,0.0,0.762,0.238
@nytimes,"In a real estate market tinged with uncertainty, renting feels like a safer bet to a number of people who could wel… https://t.co/Tn26FyuilQ",Sun Sep 30 05:25:47 +0000 2018,17,0.4939,0.264,0.64,0.096
@nytimes,"10 of the most-asked wedding-etiquette questions, answered https://t.co/ptS2HwMJ4R",Sun Sep 30 05:08:42 +0000 2018,18,0.0,0.0,1.0,0.0
@nytimes,Toxic chemicals are lingering in the blubber of killer whales — and they may end up wiping out half the world’s pop… https://t.co/sFUb77o0Hb,Sun Sep 30 04:51:22 +0000 2018,19,-0.6486,0.0,0.83,0.17
@nytimes,"RT @NYTHealth: The E.P.A. on Tuesday put the head of its Office of Children's Health Protection on administrative leave, an unusual move af…",Sun Sep 30 04:33:54 +0000 2018,20,-0.0516,0.0,0.948,0.052
@nytimes,"Train stations, some remade and others crumbling, reflect the trajectories of their towns and cities. See what we f… https://t.co/1SjefnRyYq",Sun Sep 30 09:41:43 +0000 2018,21,0.0,0.0,1.0,0.0
@nytimes,"“Bolivia starts producing wine where everybody else stops,"" said one Bolivian winemaker https://t.co/ibmK0JbEaN",Sun Sep 30 09:24:38 +0000 2018,22,0.0,0.0,1.0,0.0
@nytimes,"""Shock isn’t actually an emotion. It’s an amplification, or a performance, that masks the core reaction behind it —… https://t.co/k6KlzQ79Lf",Sun Sep 30 09:08:09 +0000 2018,23,-0.3818,0.0,0.874,0.126
@nytimes,"A year into the #MeToo movement, has the marketing machinery of the red carpet changed at all? (The early answer is… https://t.co/C9WU39FAfZ",Sun Sep 30 08:50:48 +0000 2018,24,0.0,0.0,1.0,0.0
@nytimes,"Consuming caffeine regularly may increase the ability to withstand pain, a small study suggests https://t.co/30KdfHy6bW",Sun Sep 30 08:34:27 +0000 2018,25,0.0772,0.243,0.582,0.175
@nytimes,No expensive equipment or fancy ingredients necessary https://t.co/R6IM2ySjhY,Sun Sep 30 08:17:26 +0000 2018,26,-0.296,0.0,0.761,0.239
@nytimes,36 Hours in Montreal: This cosmopolitan city gives you the chance to tour streets filled with vibrant street art an… https://t.co/alNBe3RN7B,Sun Sep 30 08:00:33 +0000 2018,27,0.6597,0.221,0.779,0.0
@nytimes,This artist's work challenges the idea that ceramics are necessarily delicate https://t.co/BEbo9fDV7o,Sun Sep 30 07:44:25 +0000 2018,28,0.128,0.2,0.8,0.0
@nytimes,"""As Americans cram into ever-tighter urban living arrangements, a question has emerged: Isn’t there some better way… https://t.co/cr6l1bfjAp",Sun Sep 30 07:26:56 +0000 2018,29,0.4404,0.153,0.847,0.0
@nytimes,Colleges kept beer out of football stadiums for years. Now some of them are working to sell booze to fans so they d… https://t.co/vaFslNZ1r3,Sun Sep 30 07:09:29 +0000 2018,30,0.0,0.0,1.0,0.0
@nytimes,The NFL is trying to make football safer. So why are its players wearing less padding? https://t.co/OLO9K5f7cl,Sun Sep 30 06:53:20 +0000 2018,31,0.4215,0.149,0.851,0.0
@nytimes,You were never second best https://t.co/ATplcP59kS,Sun Sep 30 06:37:09 +0000 2018,32,-0.5216,0.0,0.598,0.402
@nytimes,letters: The Feminists and the Frat House https://t.co/4kORCydyIS,Sun Sep 30 06:19:44 +0000 2018,33,0.0,0.0,1.0,0.0
@nytimes,"Kurt Vile's music is personal — the “I” in his songs, he says, is almost always himself — but not revealing https://t.co/MfHpIvkOuQ",Sun Sep 30 06:15:30 +0000 2018,34,0.0,0.0,1.0,0.0
@nytimes,"""As my summer of pop-ups dragged on, I began to dread my evenings. What began as a kicky story idea became a masoch… https://t.co/87M6VIqdgQ",Sun Sep 30 05:59:02 +0000 2018,35,-0.4939,0.0,0.819,0.181
@nytimes,Are we born to be physically lazy? Probably. https://t.co/H22vGWszgP,Sun Sep 30 05:42:23 +0000 2018,36,-0.3612,0.0,0.762,0.238
@nytimes,"In a real estate market tinged with uncertainty, renting feels like a safer bet to a number of people who could wel… https://t.co/Tn26FyuilQ",Sun Sep 30 05:25:47 +0000 2018,37,0.4939,0.264,0.64,0.096
@nytimes,"10 of the most-asked wedding-etiquette questions, answered https://t.co/ptS2HwMJ4R",Sun Sep 30 05:08:42 +0000 2018,38,0.0,0.0,1.0,0.0
@nytimes,Toxic chemicals are lingering in the blubber of killer whales — and they may end up wiping out half the world’s pop… https://t.co/sFUb77o0Hb,Sun Sep 30 04:51:22 +0000 2018,39,-0.6486,0.0,0.83,0.17
@nytimes,"RT @NYTHealth: The E.P.A. on Tuesday put the head of its Office of Children's Health Protection on administrative leave, an unusual move af…",Sun Sep 30 04:33:54 +0000 2018,40,-0.0516,0.0,0.948,0.052
@nytimes,"The wild, ragged days of Governors Island are over, and development is coming https://t.co/5RYCRYzODg",Sun Sep 30 04:17:52 +0000 2018,41,0.0,0.0,1.0,0.0
@nytimes,"""Mind-blowing"" 3-D maps of ancient Maya structures revealed beneath the canopy of the Guatemalan jungle by laser te… https://t.co/OyasGWqwJF",Sun Sep 30 04:00:19 +0000 2018,42,0.0,0.0,1.0,0.0
@nytimes,Robin Williams was an avid collector of art and memorabilia. A portion of his collection is coming up for sale. https://t.co/WC6pUczBla,Sun Sep 30 03:41:12 +0000 2018,43,0.296,0.104,0.896,0.0
@nytimes,"On Baseball: For David Wright, the Mets’ No. 5, a Sweet End to a Painful Journey https://t.co/w378Zv2XdY",Sun Sep 30 03:23:16 +0000 2018,44,-0.2732,0.149,0.597,0.254
@nytimes,"""When you are a new mother, there are two things you will be asked about constantly, your baby and your boobs — spe… https://t.co/jrygJNih1p",Sun Sep 30 03:17:15 +0000 2018,45,0.0,0.0,1.0,0.0
@nytimes,"Review: ""Black '47"" is a film about revenge, but studded with harrowing historical details about the Irish famine. https://t.co/rQB3NR1nQS",Sun Sep 30 02:59:40 +0000 2018,46,-0.296,0.0,0.885,0.115
@nytimes,Iranian Official Says Oil Deal With Europeans Is Close Despite Threat of U.S. Sanctions https://t.co/ufK1Eqo9vS,Sun Sep 30 02:42:38 +0000 2018,47,0.4168,0.165,0.835,0.0
@nytimes,"RT @nytpolitics: With his fury and righteous indignation, Judge Kavanaugh becomes an avatar for Americans who saw Trump's election as vindi…",Sun Sep 30 02:26:32 +0000 2018,48,-0.7964,0.0,0.728,0.272
@nytimes,"Whether you’re after a night in with your special someone or your sweatpants, this is your pasta https://t.co/ObQaJspGsr",Sun Sep 30 02:08:44 +0000 2018,49,0.4019,0.144,0.856,0.0
@nytimes,Having all the right cholesterol numbers and staying active is no guarantee your heart is in great shape https://t.co/w4a83p177s,Sun Sep 30 01:52:41 +0000 2018,50,0.765,0.338,0.577,0.085
@nytimes,RT @nytimesmusic: Pill testing has also become more common over the past few years at festivals in the United States https://t.co/iMINACZEKm,Sun Sep 30 01:35:03 +0000 2018,51,0.6486,0.218,0.782,0.0
@nytimes,"Panic in Central Park: Noise at Global Citizen Festival Was Fallen Barrier, Not Gunshots https://t.co/RWqLi2fLMC",Sun Sep 30 01:25:08 +0000 2018,52,-0.4767,0.149,0.512,0.34
@nytimes,"""I feel like it was a message being sent: 'Don’t be like Tara or you will end up like Tara,'"" one woman said of the… https://t.co/X6ADa3Jsjq",Sun Sep 30 01:19:38 +0000 2018,53,0.7579,0.254,0.746,0.0
@nytimes,"U.S. Weighed Penalizing El Salvador Over Support for China, Then Backed Off https://t.co/TkBOYa8uPO",Sun Sep 30 01:03:22 +0000 2018,54,0.4215,0.257,0.743,0.0
@nytimes,"Christine Blasey Ford's composed, but wrenching, testimony was ""a stark reminder of the gender dynamics, and mental… https://t.co/JcSJ1sduYP",Sun Sep 30 01:02:39 +0000 2018,55,0.3919,0.135,0.865,0.0
@nytimes,Here are 3 things an FBI investigation into Christine Blasey Ford's allegations against Kavanaugh could clear up. https://t.co/kzlrRZksSG,Sun Sep 30 00:45:18 +0000 2018,56,0.3818,0.14,0.86,0.0
@nytimes,"Japan’s Mothers Go Back to Work, but Find the Opportunities Lacking https://t.co/N6tX0JO4vJ",Sun Sep 30 00:26:54 +0000 2018,57,0.5267,0.236,0.764,0.0
@nytimes,"On Crowded London Streets, Councils Fight a Flood of Phone Boxes https://t.co/NYg9Yxk2Vz",Sun Sep 30 00:23:20 +0000 2018,58,-0.3818,0.0,0.794,0.206
@nytimes,"In the Connecticut wilderness, a Portuguese hotel designer has created an unexpected respite that retains the magic… https://t.co/7O77L21MyG",Sun Sep 30 00:21:31 +0000 2018,59,0.25,0.111,0.889,0.0
@nytimes,Warren Says She Will Take ‘A Hard Look’ at Running for President in 2020 https://t.co/L34wqV5e2M,Sun Sep 30 00:05:00 +0000 2018,60,-0.1027,0.0,0.909,0.091
@nytimes,Senator Elizabeth Warren says she would “take a hard look” at running for president in 2020 and called on the natio… https://t.co/OTvefIubRm,Sat Sep 29 23:54:36 +0000 2018,61,-0.1027,0.0,0.935,0.065
@nytimes,Roast a chicken and you know you have a comfortable meal https://t.co/fCEZkKuow9,Sat Sep 29 23:40:06 +0000 2018,62,0.5106,0.268,0.732,0.0
@nytimes,"Yankees 8, Red Sox 5: Yankees Send One Over the Fence and Into the Record Book https://t.co/Nw6IAy9L6h",Sat Sep 29 23:22:24 +0000 2018,63,0.0,0.0,1.0,0.0
@nytimes,"With all of its emotion and anger, the fight over Brett Kavanaugh’s nomination shows the power — and limitations —… https://t.co/noh4jNNSNi",Sat Sep 29 23:15:07 +0000 2018,64,-0.743,0.0,0.741,0.259
@nytimes,Why I Love Reality Television https://t.co/AGqWcEkMpq,Sat Sep 29 23:11:23 +0000 2018,65,0.6369,0.512,0.488,0.0
@nytimes,"The ancient roads, pyramids and houses revealed by laser mapping are forcing researchers to reevaluate what they th… https://t.co/baWBR8vmel",Sat Sep 29 23:00:05 +0000 2018,66,0.0,0.0,1.0,0.0
@nytimes,"In KFC’s China Ads, Nuggets Are Served With Patriotism https://t.co/6NkG3Ummnl",Sat Sep 29 22:59:43 +0000 2018,67,0.0,0.0,1.0,0.0
@nytimes,RT @nytopinion: The battle between the competing moralisms behind the Kavanaugh hearings risks becoming an all-out war between the sexes —…,Sat Sep 29 22:52:39 +0000 2018,68,-0.8225,0.0,0.677,0.323
@nytimes,"RT @nytimesworld: “Without any trust in the United States, there will be no confidence in our national security, and under such circumstanc…",Sat Sep 29 22:40:08 +0000 2018,69,0.8625,0.381,0.548,0.071
@nytimes,"The single best use of boneless, skinless chicken breasts? Make chicken francese, an Italian-American staple with l… https://t.co/RlGsumk7mI",Sat Sep 29 22:26:18 +0000 2018,70,0.6369,0.198,0.802,0.0
@nytimes,"As others fled amid a 7.5 magnitude earthquake, the last act of an air traffic controller in Palu, Indonesia was to… https://t.co/krLnJkGH9P",Sat Sep 29 22:10:07 +0000 2018,71,0.0,0.0,1.0,0.0
@nytimes,Breaking News: Elon Musk will step down as Tesla's chairman for 3 years and pay a $20 million fine in an S.E.C. set… https://t.co/BqwBhxl4xT,Sat Sep 29 21:58:37 +0000 2018,72,0.1027,0.078,0.862,0.06
@nytimes,RT @NYTScience: Their dad went to the moon and back. He wanted to know if they mowed the lawn. https://t.co/CFi9Hyye3a,Sat Sep 29 21:44:42 +0000 2018,73,0.0,0.0,1.0,0.0
@nytimes,"Train stations, some remade and others crumbling, reflect the trajectories of their towns and cities. See what we f… https://t.co/icEIVfkdLi",Sat Sep 29 21:30:12 +0000 2018,74,0.0,0.0,1.0,0.0
@nytimes,"In Opinion

Op-Ed contributor Rebecca Traister writes, ""This political moment has provoked a period in which more a… https://t.co/2bLeiEnY5c",Sat Sep 29 21:15:06 +0000 2018,75,-0.2732,0.0,0.89,0.11
@nytimes,The clock has begun ticking on the one-week FBI investigation into sexual misconduct allegations made against Brett… https://t.co/2iTIWCs99o,Sat Sep 29 21:00:09 +0000 2018,76,0.0,0.0,1.0,0.0
@nytimes,A 2016 law in France penalized paying for sex instead of selling it. But some prostitutes say that law puts them in… https://t.co/Cr8QXhubCD,Sat Sep 29 20:45:01 +0000 2018,77,0.0,0.0,1.0,0.0
@nytimes,"After 45 years, more than 1,000 fights and some of the most lucrative and controversial matches of all time, HBO is… https://t.co/4mMsRAGgP2",Sat Sep 29 20:31:08 +0000 2018,78,-0.6159,0.0,0.799,0.201
@nytimes,"""Rarely has the reputation of a leader fallen so far, so fast."" Aung San Suu Kyi: Nobel laureate, democracy icon an… https://t.co/mZsqBBfYGG",Sat Sep 29 20:15:06 +0000 2018,79,-0.3612,0.0,0.889,0.111
@nytimes,Golf Digest and college students helped free a man wrongly convicted of murder. Here's the week in good news. https://t.co/yzDgXavDaQ,Sat Sep 29 20:02:02 +0000 2018,80,0.128,0.23,0.595,0.175
@nytimes,"A Sloan Kettering executive will give up his $1.4 million stake in a biotech start-up, as the hospital re-examines… https://t.co/0yV9ZY68y7",Sat Sep 29 20:00:03 +0000 2018,81,0.0,0.0,1.0,0.0
@nytimes,Text messages that were supposed to warn Indonesians of a possible tsunami were foiled when cellphone towers were d… https://t.co/A3nTUxRGuF,Sat Sep 29 19:45:07 +0000 2018,82,-0.1027,0.0,0.928,0.072
@nytimes,"He was always smiling, always laughing and running, like the average 4-year-old,” a neighbor said. “That’s why this… https://t.co/cZNILgbREW",Sat Sep 29 19:30:05 +0000 2018,83,0.8271,0.367,0.633,0.0
@nytimes,"In Opinion
Op-Ed contributor Sarah Hepola writes, ""I cannot know whether Judge Kavanaugh experienced a blackout. Bu… https://t.co/WYAFRRh0Mq",Sat Sep 29 19:17:11 +0000 2018,84,0.0,0.0,1.0,0.0
@nytimes,"Did you stay up to date this week? Find out with this week's news quiz.
https://t.co/RrFhnBzf7H",Sat Sep 29 19:00:14 +0000 2018,85,0.0,0.0,1.0,0.0
@nytimes,"The booming housing market is slowing down. Years of breakneck price increases have outpaced wages, and buyers have… https://t.co/L4av1FXzA9",Sat Sep 29 18:55:04 +0000 2018,86,0.0,0.0,1.0,0.0
@nytimes,"With their indignant eruptions in the Senate, Brett Kavanaugh and Lindsey Graham took a page from President Trump's… https://t.co/Y6GaKJHoMP",Sat Sep 29 18:40:01 +0000 2018,87,-0.4215,0.0,0.859,0.141
@nytimes,RT @nytimesbusiness: The White House Council of Economic Advisers calculates that increasingly generous paid leave benefits mean that the a…,Sat Sep 29 18:25:05 +0000 2018,88,0.6908,0.245,0.705,0.05
@nytimes,"Organizers have announced a date for the 2019 Women's March, which will be held in Washington with sister demonstra… https://t.co/6b1sZxT5RE",Sat Sep 29 18:10:05 +0000 2018,89,0.0,0.0,1.0,0.0
@nytimes,The invisible recession: A major economic event in 2016 escaped much public notice. But its impact was huge. https://t.co/HkKRiSBiOw,Sat Sep 29 17:55:03 +0000 2018,90,0.2617,0.141,0.767,0.091
@nytimes,"Our 52 Places Traveler visits the Italian Dolomites and finds mountains like a ""crowd of pious giants frozen in sto… https://t.co/w9KvaH0hgw",Sat Sep 29 17:43:26 +0000 2018,91,0.3612,0.116,0.884,0.0
@nytimes,Sign up to get the Race/Related newsletter by email https://t.co/j1V640Odl3,Sat Sep 29 17:25:56 +0000 2018,92,0.0,0.0,1.0,0.0
@nytimes,"""Black women’s feminist contributions are very often erased,"" the novelist Tayari Jones observed. But their influen… https://t.co/CG1Gty3FJw",Sat Sep 29 17:25:09 +0000 2018,93,0.0,0.0,1.0,0.0
@nytimes,"At this very moment, The Upshot and Siena College pollsters are making phone calls across America. You call follow… https://t.co/FEh7w3EIsH",Sat Sep 29 17:11:05 +0000 2018,94,0.0,0.0,1.0,0.0
@nytimes,"Christine Blasey Ford's composed, but wrenching, testimony was ""a stark reminder of the gender dynamics, and mental… https://t.co/QRAo9fYkb6",Sat Sep 29 16:55:01 +0000 2018,95,0.3919,0.135,0.865,0.0
@nytimes,A sleepless night and pressure from all sides: Inside the 24 hours that led Senator Jeff Flake to call to investiga… https://t.co/cnfYEQkQcE,Sat Sep 29 16:40:07 +0000 2018,96,-0.296,0.0,0.901,0.099
@nytimes,"RT @nytopinion: I never felt compelled to share my story before, because it is so common, because so many women have been through worse. Bu…",Sat Sep 29 16:20:03 +0000 2018,97,-0.2612,0.08,0.765,0.155
@nytimes,"Marty Balin, the founder, lead singer and songwriter for Jefferson Airplane and key member of Jefferson Starship, d… https://t.co/Soyr6U4eID",Sat Sep 29 16:05:08 +0000 2018,98,0.0,0.0,1.0,0.0
@nytimes,"Brett Kavanaugh’s testimony raised questions about his neutrality and temperament, threatening the already fragile… https://t.co/pyz4RGBCmF",Sat Sep 29 15:55:06 +0000 2018,99,-0.5267,0.0,0.805,0.195
@nytimes,"""I feel like it was a message being sent: 'Don’t be like Tara or you will end up like Tara,'"" one woman said of the… https://t.co/ZO6fAkjXHT",Sat Sep 29 15:40:05 +0000 2018,100,0.7579,0.254,0.746,0.0
